"t","toy","p","Ws1","Wd1","T1","Ws2","Wd2","T2","Ws3","Wd3","T3"
2002-01-05 01:00:00,4.042,0.027,9.1,227.7,273.3,8.9,222.3,273,8.9,222.3,273
2002-01-05 02:00:00,4.083,0.038,7.6,235.7,273.4,7.6,235.7,273.4,8.2,230.9,273.1
2002-01-05 03:00:00,4.125,1.286,6.9,233.8,273.8,6.9,233.8,273.8,6.9,233.8,273.8
2002-01-05 04:00:00,4.167,0.272,6.6,236.1,274.1,6.6,236.1,274.1,6.6,236.1,274.1
2002-01-05 05:00:00,4.208,0.557,5,228.3,274.4,5,228.3,274.4,5,228.3,274.4
2002-01-05 06:00:00,4.25,0.036,4.5,196.8,274.3,4.5,196.8,274.3,4.5,196.8,274.3
2002-01-05 07:00:00,4.292,0.023,4.6,191.3,274.1,5.7,192.1,273.8,5.7,192.1,273.8
2002-01-05 08:00:00,4.333,0.012,6.7,215.8,274.1,6.7,215.8,274.1,7.8,210.8,273.5
2002-01-05 09:00:00,4.375,0.023,7.6,229.8,274.3,7.6,229.8,274.3,7.6,229.8,274.3
2002-01-05 10:00:00,4.417,0.023,7.6,238.4,274.7,7.6,238.4,274.7,7.6,238.4,274.7
2002-01-05 11:00:00,4.458,0.028,8.4,246.8,275.3,8.4,246.8,275.3,8.4,246.8,275.3
2002-01-05 12:00:00,4.5,2.56,7.6,242.8,276.1,7.6,242.8,276.1,7.6,242.8,276.1
2002-01-05 13:00:00,4.542,6.842,9,245.7,276.9,8.6,243.1,276.9,8.6,243.1,276.9
2002-01-05 14:00:00,4.583,6.458,8.1,249.8,277.5,8.1,249.8,277.5,8.4,246.8,277.6
2002-01-05 15:00:00,4.625,5.395,8.1,247.5,277.6,8.1,247.5,277.6,8.1,247.5,277.6
2002-01-05 16:00:00,4.667,2.491,8.7,253.2,277.5,8.7,253.2,277.5,8.7,253.2,277.5
2002-01-05 17:00:00,4.708,2.378,8.1,257.9,277.5,8.1,257.9,277.5,8.1,257.9,277.5
2002-01-05 18:00:00,4.75,1.932,7.7,257.2,277.7,7.7,257.2,277.7,7.7,257.2,277.7
2002-01-05 19:00:00,4.792,3.586,7.6,250.9,278.7,8.1,251.3,277.9,8.1,251.3,277.9
2002-01-05 20:00:00,4.833,3.105,8.4,256.3,278.5,8.4,256.3,278.5,8.6,252.4,278
2002-01-05 21:00:00,4.875,3.771,8.7,264.1,278.7,8.7,264.1,278.7,8.7,264.1,278.7
2002-01-05 22:00:00,4.917,2.158,9.4,268.8,278.7,9.4,268.8,278.7,9.4,268.8,278.7
2002-01-05 23:00:00,4.958,1.542,9.1,274.4,278.4,9.1,274.4,278.4,9.1,274.4,278.4
2002-01-06 00:00:00,5,1.299,8.6,272,278.5,8.6,272,278.5,8.6,272,278.5
2002-01-06 01:00:00,5.042,2.22,8.8,263.4,278.3,9.1,266.9,278.4,9.1,266.9,278.4
2002-01-06 02:00:00,5.083,1.98,8.8,266.1,278.1,8.8,266.1,278.1,9.3,273.1,278.3
2002-01-06 03:00:00,5.125,2.593,8.3,272.8,278.2,8.3,272.8,278.2,8.3,272.8,278.2
2002-01-06 04:00:00,5.167,5.891,9.5,277.9,278.3,9.5,277.9,278.3,9.5,277.9,278.3
2002-01-06 05:00:00,5.208,7.903,11.2,290.4,278.2,11.2,290.4,278.2,11.2,290.4,278.2
2002-01-06 06:00:00,5.25,9.264,11.4,299.5,278.1,11.4,299.5,278.1,11.4,299.5,278.1
2002-01-06 07:00:00,5.292,9.117,13.8,307.6,278.7,13.4,302.5,278.2,13.4,302.5,278.2
2002-01-06 08:00:00,5.333,10.895,13.8,304,278.5,13.8,304,278.5,14.3,302.7,278.2
2002-01-06 09:00:00,5.375,11.66,12.6,303.3,278.2,12.6,303.3,278.2,12.6,303.3,278.2
2002-01-06 10:00:00,5.417,9.651,13.4,308.7,278.1,13.4,308.7,278.1,13.4,308.7,278.1
2002-01-06 11:00:00,5.458,9.399,12.9,323.5,278.3,12.9,323.5,278.3,12.9,323.5,278.3
2002-01-06 12:00:00,5.5,8.317,10.5,340,278.4,10.5,340,278.4,10.5,340,278.4
2002-01-06 13:00:00,5.542,8.022,8.6,324.5,278.7,8.7,341.1,278.2,8.7,341.1,278.2
2002-01-06 14:00:00,5.583,7.57,10.4,322.8,278.5,10.4,322.8,278.5,9.8,335.8,278.1
2002-01-06 15:00:00,5.625,6.342,9.3,334.5,278.5,9.3,334.5,278.5,9.3,334.5,278.5
2002-01-06 16:00:00,5.667,4.647,9,338.6,278.5,9,338.6,278.5,9,338.6,278.5
2002-01-06 17:00:00,5.708,2.057,8.1,353.6,278.5,8.1,353.6,278.5,8.1,353.6,278.5
2002-01-06 18:00:00,5.75,0.387,6.3,9.2,278.4,6.3,9.2,278.4,6.3,9.2,278.4
2002-01-06 19:00:00,5.792,0.023,4.5,349.7,278.2,4.5,6.3,278,4.5,6.3,278
2002-01-06 20:00:00,5.833,0.02,4.6,351.2,278,4.6,351.2,278,4.7,357.6,277.9
2002-01-06 21:00:00,5.875,0,3.5,1.6,277.8,3.5,1.6,277.8,3.5,1.6,277.8
2002-01-06 22:00:00,5.917,0.001,3.8,18.4,277.6,3.8,18.4,277.6,3.8,18.4,277.6
2002-01-06 23:00:00,5.958,0,3.7,49.4,277.4,3.7,49.4,277.4,3.7,49.4,277.4
2002-01-07 00:00:00,6,0,2.2,13.4,277.3,2.2,13.4,277.3,2.2,13.4,277.3
2002-01-07 01:00:00,6.042,0,1.4,72.9,277.5,1.5,66.8,277.2,1.5,66.8,277.2
2002-01-07 02:00:00,6.083,0.004,0.5,11.3,277.4,0.5,11.3,277.4,1.6,39.8,277
2002-01-07 03:00:00,6.125,0.001,1.1,225,277.4,1.1,225,277.4,1.1,225,277.4
2002-01-07 04:00:00,6.167,0,0.9,310.6,277.3,0.9,310.6,277.3,0.9,310.6,277.3
2002-01-07 05:00:00,6.208,0,1.9,183,277.3,1.9,183,277.3,1.9,183,277.3
2002-01-07 06:00:00,6.25,0.101,2.6,218.7,277,2.6,218.7,277,2.6,218.7,277
2002-01-07 07:00:00,6.292,0.116,5,260.7,276.4,3.5,233.1,276.9,3.5,233.1,276.9
2002-01-07 08:00:00,6.333,0.048,5.4,253.9,276.3,5.4,253.9,276.3,4.2,224,276.6
2002-01-07 09:00:00,6.375,0.371,6.1,253.9,276.3,6.1,253.9,276.3,6.1,253.9,276.3
2002-01-07 10:00:00,6.417,2.302,6.1,251,276,6.1,251,276,6.1,251,276
2002-01-07 11:00:00,6.458,1.099,7.6,261.7,275.6,7.6,261.7,275.6,7.6,261.7,275.6
2002-01-07 12:00:00,6.5,0.175,9,274.4,275.4,9,274.4,275.4,9,274.4,275.4
2002-01-07 13:00:00,6.542,1.619,11,275.8,275.6,9.2,276.3,275.4,9.2,276.3,275.4
2002-01-07 14:00:00,6.583,2.212,10.7,276.5,275.7,10.7,276.5,275.7,9.3,277.4,275.6
2002-01-07 15:00:00,6.625,2.062,9,266.8,276.1,9,266.8,276.1,9,266.8,276.1
2002-01-07 16:00:00,6.667,1.576,9.4,271.2,276.4,9.4,271.2,276.4,9.4,271.2,276.4
2002-01-07 17:00:00,6.708,1.926,8.1,270.7,276.7,8.1,270.7,276.7,8.1,270.7,276.7
2002-01-07 18:00:00,6.75,1.675,8,262.1,277.1,8,262.1,277.1,8,262.1,277.1
2002-01-07 19:00:00,6.792,3.025,8.6,246.7,277.4,8.6,246.7,277.4,8.6,246.7,277.4
2002-01-07 20:00:00,6.833,3.863,9,256.6,277.6,9,256.6,277.6,9,256.6,277.6
2002-01-07 21:00:00,6.875,3.863,9.8,254.7,277.7,9.8,254.7,277.7,9.8,254.7,277.7
2002-01-07 22:00:00,6.917,3.889,10.4,255.6,277.7,10.4,255.6,277.7,10.4,255.6,277.7
2002-01-07 23:00:00,6.958,3.164,10.5,257.9,277.7,10.5,257.9,277.7,10.5,257.9,277.7
2002-01-08 00:00:00,7,2.998,10,257.9,277.7,10,257.9,277.7,10,257.9,277.7
2002-01-08 01:00:00,7.042,1.586,11.6,261.1,277.9,9,257.2,277.7,9,257.2,277.7
2002-01-08 02:00:00,7.083,3.878,10.8,268.4,278,10.8,268.4,278,8.7,260.1,277.9
2002-01-08 03:00:00,7.125,3.526,11.3,272,278.2,11.3,272,278.2,11.3,272,278.2
2002-01-08 04:00:00,7.167,4.556,11.8,277.3,278.2,11.8,277.3,278.2,11.8,277.3,278.2
2002-01-08 05:00:00,7.208,5.035,11.8,286.3,278.2,11.8,286.3,278.2,11.8,286.3,278.2
2002-01-08 06:00:00,7.25,5.921,11.5,288.3,278.2,11.5,288.3,278.2,11.5,288.3,278.2
2002-01-08 07:00:00,7.292,5.622,10.8,292.3,277.8,10.8,291.8,278.2,10.8,291.8,278.2
2002-01-08 08:00:00,7.333,3.05,8.7,279.2,277.7,8.7,279.2,277.7,8.7,276.6,278.2
2002-01-08 09:00:00,7.375,1.696,8.5,274.7,277.8,8.5,274.7,277.8,8.5,274.7,277.8
2002-01-08 10:00:00,7.417,1.743,9,274.4,277.9,9,274.4,277.9,9,274.4,277.9
2002-01-08 11:00:00,7.458,2.966,8.6,269.3,278,8.6,269.3,278,8.6,269.3,278
2002-01-08 12:00:00,7.5,3.532,9.3,260.7,278,9.3,260.7,278,9.3,260.7,278
2002-01-08 13:00:00,7.542,4.831,10,263.7,279,10.3,259.9,278,10.3,259.9,278
2002-01-08 14:00:00,7.583,4.547,10.2,267.8,278.9,10.2,267.8,278.9,10.5,264,278
2002-01-08 15:00:00,7.625,4.37,9.9,269.4,278.7,9.9,269.4,278.7,9.9,269.4,278.7
2002-01-08 16:00:00,7.667,3.153,10.3,267.8,278.5,10.3,267.8,278.5,10.3,267.8,278.5
2002-01-08 17:00:00,7.708,2.713,10.8,268.4,278.6,10.8,268.4,278.6,10.8,268.4,278.6
2002-01-08 18:00:00,7.75,3.79,10.8,268.4,278.6,10.8,268.4,278.6,10.8,268.4,278.6
2002-01-08 19:00:00,7.792,4.738,10.2,265.5,278.6,10.6,269.5,278.6,10.6,269.5,278.6
2002-01-08 20:00:00,7.833,4.449,10.3,277.3,278.6,10.3,277.3,278.6,10.1,282.5,278.6
2002-01-08 21:00:00,7.875,4.126,10.2,261.6,278.4,10.2,261.6,278.4,10.2,261.6,278.4
2002-01-08 22:00:00,7.917,3.876,11.2,266.4,278.4,11.2,266.4,278.4,11.2,266.4,278.4
2002-01-08 23:00:00,7.958,2.411,10.9,264.2,278.3,10.9,264.2,278.3,10.9,264.2,278.3
2002-01-09 00:00:00,8,2.158,9.8,266.5,278.2,9.8,266.5,278.2,9.8,266.5,278.2
2002-01-09 01:00:00,8.042,1.698,9,265.6,278.4,8.4,261.8,278,8.4,261.8,278
2002-01-09 02:00:00,8.083,1.036,8.2,271.4,278.4,8.2,271.4,278.4,7.9,267.8,278
2002-01-09 03:00:00,8.125,1.954,8.4,259.8,278.4,8.4,259.8,278.4,8.4,259.8,278.4
2002-01-09 04:00:00,8.167,2.717,7.7,269.3,278.5,7.7,269.3,278.5,7.7,269.3,278.5
2002-01-09 05:00:00,8.208,2.661,7.7,262.5,278.4,7.7,262.5,278.4,7.7,262.5,278.4
2002-01-09 06:00:00,8.25,2.462,7,250,278.3,7,250,278.3,7,250,278.3
2002-01-09 07:00:00,8.292,1.63,8.3,243.4,277.8,7.8,244.1,278.2,7.8,244.1,278.2
2002-01-09 08:00:00,8.333,3.494,8.6,248.2,277.8,8.6,248.2,277.8,8.5,246.4,278.1
2002-01-09 09:00:00,8.375,3.033,8.6,250.9,277.7,8.6,250.9,277.7,8.6,250.9,277.7
2002-01-09 10:00:00,8.417,3.55,7.3,250.8,277.7,7.3,250.8,277.7,7.3,250.8,277.7
2002-01-09 11:00:00,8.458,4.761,7,256,277.8,7,256,277.8,7,256,277.8
2002-01-09 12:00:00,8.5,6.351,7.4,244.5,277.9,7.4,244.5,277.9,7.4,244.5,277.9
2002-01-09 13:00:00,8.542,5.181,7.1,244.9,278.3,8,243.4,277.8,8,243.4,277.8
2002-01-09 14:00:00,8.583,5.683,7.2,237.4,278.2,7.2,237.4,278.2,7.6,239,277.7
2002-01-09 15:00:00,8.625,4.828,7,240.9,278,7,240.9,278,7,240.9,278
2002-01-09 16:00:00,8.667,3.376,8,242.5,277.9,8,242.5,277.9,8,242.5,277.9
2002-01-09 17:00:00,8.708,1.884,7.2,245.2,277.9,7.2,245.2,277.9,7.2,245.2,277.9
2002-01-09 18:00:00,8.75,2.245,7.2,254.6,278,7.2,254.6,278,7.2,254.6,278
2002-01-09 19:00:00,8.792,6.268,8.8,266.1,278,7,255.2,278.2,7,255.2,278.2
2002-01-09 20:00:00,8.833,4.878,8.6,272,277.9,8.6,272,277.9,7.3,265.3,278.2
2002-01-09 21:00:00,8.875,3.39,7.8,270,277.7,7.8,270,277.7,7.8,270,277.7
2002-01-09 22:00:00,8.917,5.859,9.2,248.2,277.3,9.2,248.2,277.3,9.2,248.2,277.3
2002-01-09 23:00:00,8.958,6.601,9.1,243.2,276.9,9.1,243.2,276.9,9.1,243.2,276.9
2002-01-10 00:00:00,9,4.934,8.1,265.8,276.9,8.1,265.8,276.9,8.1,265.8,276.9
2002-01-10 01:00:00,9.042,1.511,8.9,283.7,277.7,8.3,273.4,277,8.3,273.4,277
2002-01-10 02:00:00,9.083,1.858,8,275.7,277.6,8,275.7,277.6,7.6,269.2,277.1
2002-01-10 03:00:00,9.125,2.314,7.8,249.7,277.4,7.8,249.7,277.4,7.8,249.7,277.4
2002-01-10 04:00:00,9.167,1.675,8.7,246.4,277,8.7,246.4,277,8.7,246.4,277
2002-01-10 05:00:00,9.208,2.517,8.6,255.8,277,8.6,255.8,277,8.6,255.8,277
2002-01-10 06:00:00,9.25,1.016,9.2,259.3,277,9.2,259.3,277,9.2,259.3,277
2002-01-10 07:00:00,9.292,1.833,10.2,272.2,277.4,9.1,265.6,277,9.1,265.6,277
2002-01-10 08:00:00,9.333,1.585,9.1,271.9,277.3,9.1,271.9,277.3,8.8,269.3,277
2002-01-10 09:00:00,9.375,2.802,9.4,268.2,277.2,9.4,268.2,277.2,9.4,268.2,277.2
2002-01-10 10:00:00,9.417,3.005,9,273.8,277.3,9,273.8,277.3,9,273.8,277.3
2002-01-10 11:00:00,9.458,2.985,9.3,266.3,277.5,9.3,266.3,277.5,9.3,266.3,277.5
2002-01-10 12:00:00,9.5,2.569,9.3,266.3,277.7,9.3,266.3,277.7,9.3,266.3,277.7
2002-01-10 13:00:00,9.542,2.981,12.5,278.7,278,9.7,264.7,277.9,9.7,264.7,277.9
2002-01-10 14:00:00,9.583,3.084,11.1,277.8,277.9,11.1,277.8,277.9,9.8,269.4,278
2002-01-10 15:00:00,9.625,3.255,9.8,272.9,277.9,9.8,272.9,277.9,9.8,272.9,277.9
2002-01-10 16:00:00,9.667,3.279,9.5,262.1,277.7,9.5,262.1,277.7,9.5,262.1,277.7
2002-01-10 17:00:00,9.708,4.547,9.2,254.3,277.6,9.2,254.3,277.6,9.2,254.3,277.6
2002-01-10 18:00:00,9.75,2.885,9.6,246.6,277.5,9.6,246.6,277.5,9.6,246.6,277.5
2002-01-10 19:00:00,9.792,1.069,10,244.5,277.8,10,240.6,277.5,10,240.6,277.5
2002-01-10 20:00:00,9.833,2.507,8.8,237,277.4,8.8,237,277.4,8.6,234.5,277.3
2002-01-10 21:00:00,9.875,5.469,8.6,225.9,276.7,8.6,225.9,276.7,8.6,225.9,276.7
2002-01-10 22:00:00,9.917,5.33,9,220,275.8,9,220,275.8,9,220,275.8
2002-01-10 23:00:00,9.958,5.359,9.2,219.7,275.2,9.2,219.7,275.2,9.2,219.7,275.2
2002-01-11 00:00:00,10,8.498,8.9,220.5,274.8,8.9,220.5,274.8,8.9,220.5,274.8
2002-01-11 01:00:00,10.042,3.703,8.7,220.8,275.3,8.9,220.5,275,8.9,220.5,275
2002-01-11 02:00:00,10.083,4.774,8.4,216.7,275.5,8.4,216.7,275.5,8.6,216.5,275.3
2002-01-11 03:00:00,10.125,2.442,8.2,215.6,275.5,8.2,215.6,275.5,8.2,215.6,275.5
2002-01-11 04:00:00,10.167,3.752,8.8,215.3,275.5,8.8,215.3,275.5,8.8,215.3,275.5
2002-01-11 05:00:00,10.208,3.254,8.9,218.2,275.4,8.9,218.2,275.4,8.9,218.2,275.4
2002-01-11 06:00:00,10.25,2.979,8.2,222,275.3,8.2,222,275.3,8.2,222,275.3
2002-01-11 07:00:00,10.292,3.855,6.9,230.3,274.5,7,222.1,275.2,7,222.1,275.2
2002-01-11 08:00:00,10.333,4.364,5.8,213.7,274.3,5.8,213.7,274.3,6.1,210.8,274.9
2002-01-11 09:00:00,10.375,4.108,6.4,204.1,274.1,6.4,204.1,274.1,6.4,204.1,274.1
2002-01-11 10:00:00,10.417,2.735,6.5,202.6,273.9,6.5,202.6,273.9,6.5,202.6,273.9
2002-01-11 11:00:00,10.458,1.29,6.4,202.1,273.7,6.4,202.1,273.7,6.4,202.1,273.7
2002-01-11 12:00:00,10.5,0.09,6.7,203.9,273.5,6.7,203.9,273.5,6.7,203.9,273.5
2002-01-11 13:00:00,10.542,0.003,8,215.9,273.7,7.1,206.9,273.2,7.1,206.9,273.2
2002-01-11 14:00:00,10.583,0.001,7.4,210.7,273.7,7.4,210.7,273.7,6.7,202,273.1
2002-01-11 15:00:00,10.625,0,7.2,209.1,273.7,7.2,209.1,273.7,7.2,209.1,273.7
2002-01-11 16:00:00,10.667,0,6.9,215.5,273.8,6.9,215.5,273.8,6.9,215.5,273.8
2002-01-11 17:00:00,10.708,0,6.4,210.2,273.9,6.4,210.2,273.9,6.4,210.2,273.9
2002-01-11 18:00:00,10.75,0,5,203.5,274.1,5,203.5,274.1,5,203.5,274.1
2002-01-11 19:00:00,10.792,0,5.2,195.6,274.3,5.7,195.3,274,5.7,195.3,274
2002-01-11 20:00:00,10.833,0,6.4,197.3,274.1,6.4,197.3,274.1,6.5,197,273.9
2002-01-11 21:00:00,10.875,0,6.8,199,274,6.8,199,274,6.8,199,274
2002-01-11 22:00:00,10.917,0,6.5,205.4,274.3,6.5,205.4,274.3,6.5,205.4,274.3
2002-01-11 23:00:00,10.958,0.002,6.2,209.9,274.8,6.2,209.9,274.8,6.2,209.9,274.8
2002-01-12 00:00:00,11,0.021,6.4,218.7,275.2,6.4,218.7,275.2,6.4,218.7,275.2
2002-01-12 01:00:00,11.042,0.022,6,207.8,274.8,6.3,224.4,275.6,6.3,224.4,275.6
2002-01-12 02:00:00,11.083,0.016,5.9,210.5,274.8,5.9,210.5,274.8,6.2,223.7,275.8
2002-01-12 03:00:00,11.125,0.116,6.3,217.2,274.9,6.3,217.2,274.9,6.3,217.2,274.9
2002-01-12 04:00:00,11.167,0.196,6.2,228.3,275.2,6.2,228.3,275.2,6.2,228.3,275.2
2002-01-12 05:00:00,11.208,NA,5.9,228.4,275.6,5.9,228.4,275.6,5.9,228.4,275.6
2002-01-12 06:00:00,11.25,NA,6,218.2,275.9,6,218.2,275.9,6,218.2,275.9
2002-01-12 07:00:00,11.292,NA,7.8,239.8,276.4,6.6,219.5,276,6.6,219.5,276
2002-01-12 08:00:00,11.333,NA,8.7,247.6,276.4,8.7,247.6,276.4,7,230.2,276
2002-01-12 09:00:00,11.375,NA,8.5,250.1,276.6,8.5,250.1,276.6,8.5,250.1,276.6
2002-01-12 10:00:00,11.417,NA,7.5,235.3,276.8,7.5,235.3,276.8,7.5,235.3,276.8
2002-01-12 11:00:00,11.458,NA,7,229,276.8,7,229,276.8,7,229,276.8
2002-01-12 12:00:00,11.5,NA,7.9,222.4,276.8,7.9,222.4,276.8,7.9,222.4,276.8
2002-01-12 13:00:00,11.542,NA,8.2,231.4,277.3,8,219.9,276.9,8,219.9,276.9
2002-01-12 14:00:00,11.583,NA,7.9,228.1,277.5,7.9,228.1,277.5,8.1,215.5,277
2002-01-12 15:00:00,11.625,NA,7.7,223.4,277.6,7.7,223.4,277.6,7.7,223.4,277.6
2002-01-12 16:00:00,11.667,NA,7.9,221.9,277.5,7.9,221.9,277.5,7.9,221.9,277.5
2002-01-12 17:00:00,11.708,NA,7,219.8,277.4,7,219.8,277.4,7,219.8,277.4
2002-01-12 18:00:00,11.75,NA,7.9,215.7,277.4,7.9,215.7,277.4,7.9,215.7,277.4
2002-01-12 19:00:00,11.792,NA,7.7,220.8,277.4,7.9,213.7,277.5,7.9,213.7,277.5
2002-01-12 20:00:00,11.833,NA,7.1,215.3,277.6,7.1,215.3,277.6,7.6,209.9,277.6
2002-01-12 21:00:00,11.875,NA,7.4,216.3,277.7,7.4,216.3,277.7,7.4,216.3,277.7
2002-01-12 22:00:00,11.917,NA,8.5,214.4,277.7,8.5,214.4,277.7,8.5,214.4,277.7
2002-01-12 23:00:00,11.958,NA,8.6,219.8,277.6,8.6,219.8,277.6,8.6,219.8,277.6
2002-01-13 00:00:00,12,NA,9,210,277.6,9,210,277.6,9,210,277.6
2002-01-13 01:00:00,12.042,NA,9.1,205.4,277.6,9.3,206.3,277.5,9.3,206.3,277.5
2002-01-13 02:00:00,12.083,NA,9.1,206.8,277.5,9.1,206.8,277.5,9.8,202.9,277.4
2002-01-13 03:00:00,12.125,NA,9.9,216.8,277.6,9.9,216.8,277.6,9.9,216.8,277.6
2002-01-13 04:00:00,12.167,NA,9.8,212.6,277.3,9.8,212.6,277.3,9.8,212.6,277.3
2002-01-13 05:00:00,12.208,NA,9.5,197.9,277.1,9.5,197.9,277.1,9.5,197.9,277.1
2002-01-13 06:00:00,12.25,NA,9.1,201.2,276.9,9.1,201.2,276.9,9.1,201.2,276.9
2002-01-13 07:00:00,12.292,NA,10.4,205.6,277.3,10.2,205.6,276.9,10.2,205.6,276.9
2002-01-13 08:00:00,12.333,NA,10.5,206.1,277.1,10.5,206.1,277.1,10.5,207.3,276.8
2002-01-13 09:00:00,12.375,NA,10.2,201.8,276.9,10.2,201.8,276.9,10.2,201.8,276.9
2002-01-13 10:00:00,12.417,NA,10.8,200.1,276.8,10.8,200.1,276.8,10.8,200.1,276.8
2002-01-13 11:00:00,12.458,NA,11,200.7,276.7,11,200.7,276.7,11,200.7,276.7
2002-01-13 12:00:00,12.5,NA,10.1,206.6,276.6,10.1,206.6,276.6,10.1,206.6,276.6
2002-01-13 13:00:00,12.542,NA,10.2,208.8,276.6,9.8,204,276.5,9.8,204,276.5
2002-01-13 14:00:00,12.583,NA,10.7,200.3,276.3,10.7,200.3,276.3,10.6,198.1,276.2
2002-01-13 15:00:00,12.625,NA,11.6,201.3,276,11.6,201.3,276,11.6,201.3,276
2002-01-13 16:00:00,12.667,NA,11.5,203,275.8,11.5,203,275.8,11.5,203,275.8
2002-01-13 17:00:00,12.708,NA,11,213.5,275.8,11,213.5,275.8,11,213.5,275.8
2002-01-13 18:00:00,12.75,NA,11,211.2,275.9,11,211.2,275.9,11,211.2,275.9
2002-01-13 19:00:00,12.792,NA,9.9,211,276,10.8,210.6,275.9,10.8,210.6,275.9
2002-01-13 20:00:00,12.833,11.971,9.6,210.9,275.7,9.6,210.9,275.7,10.5,209.7,275.6
2002-01-13 21:00:00,12.875,8.508,9.7,207.1,275.2,9.7,207.1,275.2,9.7,207.1,275.2
2002-01-13 22:00:00,12.917,5.516,9.5,215.2,275.3,9.5,215.2,275.3,9.5,215.2,275.3
2002-01-13 23:00:00,12.958,3.96,9.7,216.2,275.3,9.7,216.2,275.3,9.7,216.2,275.3
2002-01-14 00:00:00,13,3.442,10.3,212.8,275.6,10.3,212.8,275.6,10.3,212.8,275.6
2002-01-14 01:00:00,13.042,4.236,10,224.2,275.7,9.7,218.3,276.1,9.7,218.3,276.1
2002-01-14 02:00:00,13.083,5.011,8.8,222.2,276.2,8.8,222.2,276.2,8.8,217.6,276.5
2002-01-14 03:00:00,13.125,6.388,8.5,219.7,276.5,8.5,219.7,276.5,8.5,219.7,276.5
2002-01-14 04:00:00,13.167,4.999,8.7,202.2,276.6,8.7,202.2,276.6,8.7,202.2,276.6
2002-01-14 05:00:00,13.208,5.091,9.3,200.8,276.6,9.3,200.8,276.6,9.3,200.8,276.6
2002-01-14 06:00:00,13.25,2.12,10.3,196.9,276.7,10.3,196.9,276.7,10.3,196.9,276.7
2002-01-14 07:00:00,13.292,6.711,9.2,208,276.4,9.5,202.8,276.9,9.5,202.8,276.9
2002-01-14 08:00:00,13.333,6.314,9.1,205.4,276.6,9.1,205.4,276.6,9.5,205.5,277
2002-01-14 09:00:00,13.375,4.103,10.4,206.8,276.8,10.4,206.8,276.8,10.4,206.8,276.8
2002-01-14 10:00:00,13.417,4.892,10.6,209.5,277,10.6,209.5,277,10.6,209.5,277
2002-01-14 11:00:00,13.458,5.342,10.4,205.6,277.1,10.4,205.6,277.1,10.4,205.6,277.1
2002-01-14 12:00:00,13.5,7.441,9.4,208.8,277.4,9.4,208.8,277.4,9.4,208.8,277.4
2002-01-14 13:00:00,13.542,4.11,9.2,205.7,277.9,9.8,204.7,277.5,9.8,204.7,277.5
2002-01-14 14:00:00,13.583,4.616,9.8,207.9,277.9,9.8,207.9,277.9,10.2,207.3,277.6
2002-01-14 15:00:00,13.625,6.703,10.5,207.3,277.8,10.5,207.3,277.8,10.5,207.3,277.8
2002-01-14 16:00:00,13.667,6.633,10.7,209.2,277.8,10.7,209.2,277.8,10.7,209.2,277.8
2002-01-14 17:00:00,13.708,7.847,10.3,209.8,277.7,10.3,209.8,277.7,10.3,209.8,277.7
2002-01-14 18:00:00,13.75,7.777,10.2,209.3,277.5,10.2,209.3,277.5,10.2,209.3,277.5
2002-01-14 19:00:00,13.792,8.805,10.8,206.3,277,10.9,202.1,277.1,10.9,202.1,277.1
2002-01-14 20:00:00,13.833,6.154,10.5,200.7,276.6,10.5,200.7,276.6,10.7,199.6,276.7
2002-01-14 21:00:00,13.875,9.074,9.9,198.3,276.4,9.9,198.3,276.4,9.9,198.3,276.4
2002-01-14 22:00:00,13.917,8.18,10.3,194.6,276.5,10.3,194.6,276.5,10.3,194.6,276.5
2002-01-14 23:00:00,13.958,7.578,11.4,191.1,276.5,11.4,191.1,276.5,11.4,191.1,276.5
2002-01-15 00:00:00,14,8.792,11.9,195.5,276.5,11.9,195.5,276.5,11.9,195.5,276.5
2002-01-15 01:00:00,14.042,9.62,12.2,197.7,276.9,12.2,197.7,276.6,12.2,197.7,276.6
2002-01-15 02:00:00,14.083,12.668,12.1,198.7,277.1,12.1,198.7,277.1,12.4,198.9,276.8
2002-01-15 03:00:00,14.125,13.585,12,196,277.1,12,196,277.1,12,196,277.1
2002-01-15 04:00:00,14.167,14.248,11.9,190.6,277,11.9,190.6,277,11.9,190.6,277
2002-01-15 05:00:00,14.208,14.544,12.6,190.1,277,12.6,190.1,277,12.6,190.1,277
2002-01-15 06:00:00,14.25,14.497,12.8,192.2,277,12.8,192.2,277,12.8,192.2,277
2002-01-15 07:00:00,14.292,14.396,13.1,196.9,277,13,197,277.1,13,197,277.1
2002-01-15 08:00:00,14.333,12.433,12.5,197.7,277,12.5,197.7,277,13.1,196.9,277.1
2002-01-15 09:00:00,14.375,12.162,11.6,203.9,277.1,11.6,203.9,277.1,11.6,203.9,277.1
2002-01-15 10:00:00,14.417,10.507,11.3,202.3,277.1,11.3,202.3,277.1,11.3,202.3,277.1
2002-01-15 11:00:00,14.458,10.013,11.5,199.9,277.1,11.5,199.9,277.1,11.5,199.9,277.1
2002-01-15 12:00:00,14.5,8.569,11,202.4,277,11,202.4,277,11,202.4,277
2002-01-15 13:00:00,14.542,7.382,10.2,193.6,277.3,10.7,197.9,276.8,10.7,197.9,276.8
2002-01-15 14:00:00,14.583,5.963,10.3,196.3,277.1,10.3,196.3,277.1,10.2,197.7,276.7
2002-01-15 15:00:00,14.625,7.217,10.4,195.1,276.9,10.4,195.1,276.9,10.4,195.1,276.9
